orderid,orderdate,unitcost,price,orderqty,costofsales,productname,brandname,state,revenue,Profit
592,12/27/2013,93.56787735,819,9,842.1108962,"WWI LCD24 X300 Black","Wide World Importers",Bayelsa,7371.00,6528.89
1304,9/17/2012,270.5062044,819,8,2164.049635,"WWI LCD24 X300 Black","Wide World Importers",Ebonyi,6552.00,4387.95
2904,10-04-13,56.1494058,819,10,561.494058,"WWI LCD24 X300 Black","Wide World Importers",Kano,8190.00,7628.51
7684,10/20/2014,235.5365383,619,26,6123.949997,"WWI LCD22 M2002 Black","Wide World Importers",Plateau,16094.00,9970.05
19,6/20/2013,374.352682,619,12,4492.232184,"WWI LCD22 M2002 Black","Wide World Importers",Borno,7428.00,2935.77
558,05-11-14,338.3680456,619,10,3383.680456,"WWI LCD22 M2002 Black","Wide World Importers",Taraba,6190.00,2806.32
7413,12/13/2013,171.0129459,679,13,2223.168296,"WWI LCD22W M2003 Black","Wide World Importers",Yobe,8827.00,6603.83
529,11/19/2013,27.12721847,259,13,352.6538402,"WWI LCD20 M220 Black","Wide World Importers",Rivers,3367.00,3014.35
2067,9/23/2014,40.24863996,259,10,402.4863996,"WWI LCD20 M220 Black","Wide World Importers",Bauchi,2590.00,2187.51
2271,05-07-14,111.8991331,279,20,2237.982663,"WWI LCD20W M250 Black","Wide World Importers",Edo,5580.00,3342.02
3259,2/18/2014,175.3637207,279,9,1578.273486,"WWI LCD20W M250 Black","Wide World Importers",Lagos,2511.00,932.73
7655,10/31/2014,25.01444646,179,16,400.2311434,"WWI LCD19W M100 Black","Wide World Importers",Ekiti,2864.00,2463.77
500,7/28/2012,78.92851328,179,9,710.3566195,"WWI LCD19W M100 Black","Wide World Importers",Oyo,1611.00,900.64
3155,11-03-13,138.0643773,179,13,1794.836905,"WWI LCD19W M100 Black","Wide World Importers",Kebbi,2327.00,532.16
2853,01-05-14,93.45396606,129,18,1682.171389,"WWI LCD17W E200 Black","Wide World Importers",Oyo,2322.00,639.83
3350,3/30/2012,122.9737829,819,10,1229.737829,"WWI LCD24 X300 White","Wide World Importers",Nasarawa,8190.00,6960.26
1700,11-07-14,262.541897,679,13,3413.044661,"WWI LCD22W M2003 White","Wide World Importers",Enugu,8827.00,5413.96
2698,10/21/2014,226.1257129,279,13,2939.634268,"WWI LCD20W M250 White","Wide World Importers",FCT,3627.00,687.37
7679,11/28/2014,5.492274847,179,13,71.39957301,"WWI LCD19W M100 White","Wide World Importers",FCT,2327.00,2255.60
949,9/30/2014,44.3492508,179,8,354.7940064,"WWI LCD19W M100 White","Wide World Importers","Akwa Ibom",1432.00,1077.21
3191,04-08-14,121.6790069,179,10,1216.790069,"WWI LCD19W M100 White","Wide World Importers",Ondo,1790.00,573.21
648,10/29/2013,13.63355663,99,24,327.2053592,"WWI LCD17 E205 White","Wide World Importers",Bayelsa,2376.00,2048.79
2757,07-06-14,61.60209356,99,24,1478.450246,"WWI LCD17 E205 White","Wide World Importers","Cross River",2376.00,897.55
2385,07-01-12,90.91712503,129,15,1363.756876,"WWI LCD17W E200 White","Wide World Importers",Gombe,1935.00,571.24
7574,10-04-12,1424.458072,2499,10,14244.58072,"Proseware Projector 1080p DLP86 Black",Proseware,Osun,24990.00,10745.42
2116,4/29/2012,703.5899751,2499,10,7035.899751,"Proseware Projector 1080p DLP86 Black",Proseware,Kebbi,24990.00,17954.10
519,6/18/2012,523.9906905,699,12,6287.888287,"Proseware Projector 720p LCD56 Black",Proseware,Oyo,8388.00,2100.11
2243,09-02-13,315.8975734,999,10,3158.975734,"Proseware Projector 720p DLP56 Black",Proseware,Jigawa,9990.00,6831.02
12,04-02-12,166.5862262,229,10,1665.862262,"Proseware Projector 480p LCD12 Black",Proseware,Katsina,2290.00,624.14
1599,10/18/2012,41.10941442,229,13,534.4223874,"Proseware Projector 480p LCD12 Black",Proseware,Kogi,2977.00,2442.58
2329,10/16/2014,21.50801553,229,13,279.6042019,"Proseware Projector 480p LCD12 Black",Proseware,Ondo,2977.00,2697.40
2786,01-01-12,43.15904263,229,8,345.272341,"Proseware Projector 480p LCD12 Black",Proseware,Kaduna,1832.00,1486.73
56,11/30/2012,112.7621577,499,8,902.0972617,"Proseware Projector 480p DLP12 Black",Proseware,"Zamfara ",3992.00,3089.90
580,6/29/2014,191.3231507,499,12,2295.877808,"Proseware Projector 480p DLP12 Black",Proseware,Kano,5988.00,3692.12
1877,9/29/2012,333.8311384,499,16,5341.298215,"Proseware Projector 480p DLP12 Black",Proseware,Plateau,7984.00,2642.70
2341,10/30/2012,495.0685046,499,8,3960.548037,"Proseware Projector 480p DLP12 Black",Proseware,Imo,3992.00,31.45
3193,8/28/2013,438.4877568,499,10,4384.877568,"Proseware Projector 480p DLP12 Black",Proseware,Bauchi,4990.00,605.12
1274,5/21/2014,211.9702344,459,12,2543.642813,"Proseware Screen 125in X1609 Black",Proseware,Nasarawa,5508.00,2964.36
7533,6/26/2012,115.9054531,139,6,695.4327189,"Proseware Screen 85in E1010 Black",Proseware,Ogun,834.00,138.57
2532,3/16/2013,134.1419983,139,10,1341.419983,"Proseware Screen 85in E1010 Black",Proseware,Delta,1390.00,48.58
1891,8/16/2012,68.3663031,77.68,4,273.4652124,"Proseware Screen 80in E1010 Black",Proseware,Ekiti,310.72,37.25
7319,2/21/2014,127.927705,2295,9,1151.349345,"Proseware Projector 1080p LCD86 White",Proseware,Oyo,20655.00,19503.65
414,4/17/2013,1492.678359,2499,10,14926.78359,"Proseware Projector 1080p DLP86 White",Proseware,Borno,24990.00,10063.22
1992,12-10-12,914.0012068,2499,13,11882.01569,"Proseware Projector 1080p DLP86 White",Proseware,Yobe,32487.00,20604.98
3078,03-02-12,880.6733015,2499,9,7926.059713,"Proseware Projector 1080p DLP86 White",Proseware,Nasarawa,22491.00,14564.94
849,7/23/2014,394.5959241,499,10,3945.959241,"Proseware Projector 480p DLP12 White",Proseware,"Cross River",4990.00,1044.04
1022,05-04-14,436.7594749,499,10,4367.594749,"Proseware Projector 480p DLP12 White",Proseware,Abia,4990.00,622.41
3117,11-06-12,113.5236093,499,8,908.1888745,"Proseware Projector 480p DLP12 White",Proseware,Bayelsa,3992.00,3083.81
1930,1/28/2012,109.1790961,190,6,655.0745768,"Proseware Screen 100in M1609 White",Proseware,Niger,1140.00,484.93
1961,06-06-12,34.18329208,190,6,205.0997525,"Proseware Screen 100in M1609 White",Proseware,"Zamfara ",1140.00,934.90
2064,10/26/2012,68.48884306,190,6,410.9330584,"Proseware Screen 100in M1609 White",Proseware,Kano,1140.00,729.07
2370,8/24/2014,25.75732528,190,24,618.1758068,"Proseware Screen 100in M1609 White",Proseware,Ebonyi,4560.00,3941.82
3190,10-02-12,86.49433923,190,5,432.4716961,"Proseware Screen 100in M1609 White",Proseware,Yobe,950.00,517.53
7305,3/19/2013,42.99845838,139,9,386.9861255,"Proseware Screen 85in E1010 White",Proseware,Enugu,1251.00,864.01
3265,8/23/2013,23.42235345,139,10,234.2235345,"Proseware Screen 85in E1010 White",Proseware,Kebbi,1390.00,1155.78
7707,08-08-14,71.04649022,109,48,3410.231531,"Proseware Screen 80in E1010 White",Proseware,FCT,5232.00,1821.77
1353,6/19/2012,1247.525474,2295,12,14970.30569,"Proseware Projector 1080p LCD86 Silver",Proseware,Imo,27540.00,12569.69
2477,6/17/2012,930.8781695,2295,12,11170.53803,"Proseware Projector 1080p LCD86 Silver",Proseware,Adamawa,27540.00,16369.46
49,12/17/2011,1347.512769,2499,9,12127.61492,"Proseware Projector 1080p DLP86 Silver",Proseware,Benue,22491.00,10363.39
1855,6/26/2012,1252.519428,2499,12,15030.23313,"Proseware Projector 1080p DLP86 Silver",Proseware,Imo,29988.00,14957.77
2914,02-04-12,8.749594389,2499,12,104.9951327,"Proseware Projector 1080p DLP86 Silver",Proseware,Borno,29988.00,29883.00
203,7/17/2012,386.3446332,699,9,3477.101699,"Proseware Projector 720p LCD56 Silver",Proseware,Bayelsa,6291.00,2813.90
675,8/23/2014,159.6340776,229,12,1915.608931,"Proseware Projector 480p LCD12 Silver",Proseware,Kwara,2748.00,832.39
1997,12/27/2011,205.7377272,229,9,1851.639545,"Proseware Projector 480p LCD12 Silver",Proseware,"Akwa Ibom",2061.00,209.36
3192,8/25/2014,187.0687079,229,12,2244.824495,"Proseware Projector 480p LCD12 Silver",Proseware,Ogun,2748.00,503.18
3335,01-07-12,35.40661241,229,24,849.7586978,"Proseware Projector 480p LCD12 Silver",Proseware,"Zamfara ",5496.00,4646.24
2703,2/18/2014,45.97882871,499,9,413.8094584,"Proseware Projector 480p DLP12 Silver",Proseware,Plateau,4491.00,4077.19
24,02-07-13,89.3490641,190,9,804.1415769,"Proseware Screen 100in M1609 Silver",Proseware,Kwara,1710.00,905.86
1388,05-02-12,24.56433315,190,10,245.6433315,"Proseware Screen 100in M1609 Silver",Proseware,Adamawa,1900.00,1654.36
1892,11/14/2012,3.335839458,190,6,20.01503675,"Proseware Screen 100in M1609 Silver",Proseware,Jigawa,1140.00,1119.98
2591,03-02-14,71.00988057,95.95,9,639.0889252,"Proseware Screen 85in E1010 Silver",Proseware,Imo,863.55,224.46
484,07-06-12,9.699464706,109,6,58.19678824,"Proseware Screen 80in E1010 Silver",Proseware,Niger,654.00,595.80
3044,02-04-13,110.5087313,109,9,994.5785819,"Proseware Screen 80in E1010 Silver",Proseware,FCT,981.00,-13.58
3263,05-08-14,62.58337854,109,24,1502.001085,"Proseware Screen 80in E1010 Silver",Proseware,Kaduna,2616.00,1114.00
964,09-07-13,1071.575113,2295,10,10715.75113,"Contoso Projector 1080p X980 Black",Contoso,Jigawa,22950.00,12234.25
2568,1/28/2014,1314.0432,2295,9,11826.3888,"Contoso Projector 1080p X980 Black",Contoso,Taraba,20655.00,8828.61
2743,3/14/2012,250.7853011,2295,10,2507.853011,"Contoso Projector 1080p X980 Black",Contoso,Delta,22950.00,20442.15
468,10/21/2014,643.3803925,999,13,8363.945102,"Contoso Projector 720p M621 Black",Contoso,Ebonyi,12987.00,4623.05
726,11-01-12,17.9142323,229,13,232.8850199,"Contoso Projector 480p M480 Black",Contoso,Delta,2977.00,2744.11
896,4/24/2014,6.417240175,229,10,64.17240175,"Contoso Projector 480p M480 Black",Contoso,Ogun,2290.00,2225.83
1776,2/24/2012,66.12849227,229,9,595.1564304,"Contoso Projector 480p M480 Black",Contoso,Rivers,2061.00,1465.84
3381,4/22/2013,119.1114921,229,10,1191.114921,"Contoso Projector 480p M480 Black",Contoso,Katsina,2290.00,1098.89
2500,2/13/2013,89.23645665,190,9,803.1281098,"Contoso Screen 100in E010 Black",Contoso,Ekiti,1710.00,906.87
2847,02-01-12,47.07426136,190,4,188.2970455,"Contoso Screen 100in E010 Black",Contoso,Delta,760.00,571.70
2071,5/26/2012,53.3726413,139,5,266.8632065,"Contoso Screen 85in E085 Black",Contoso,Rivers,695.00,428.14
2072,9/25/2012,127.8160398,139,5,639.0801992,"Contoso Screen 85in E085 Black",Contoso,Bauchi,695.00,55.92
82,6/13/2012,864.1620285,999,12,10369.94434,"Contoso Projector 720p M621 White",Contoso,Katsina,11988.00,1618.06
1691,9/22/2013,613.1817491,999,8,4905.453993,"Contoso Projector 720p M621 White",Contoso,Osun,7992.00,3086.55
863,1/24/2012,128.4196863,229,36,4623.108707,"Contoso Projector 480p M480 White",Contoso,Kwara,8244.00,3620.89
2827,12/28/2011,221.5936194,229,36,7977.3703,"Contoso Projector 480p M480 White",Contoso,Delta,8244.00,266.63
3016,12/23/2013,242.5333578,459,9,2182.80022,"Contoso Screen 125in M250 White",Contoso,Ondo,4131.00,1948.20
2928,9/28/2013,160.3191554,251,8,1282.553243,"Contoso Screen 106in M060 White",Contoso,Taraba,2008.00,725.45
195,12-06-13,95.37689829,139,26,2479.799356,"Contoso Screen 85in E085 White",Contoso,"Cross River",3614.00,1134.20
360,9/26/2014,23.82617054,139,20,476.5234107,"Contoso Screen 85in E085 White",Contoso,Plateau,2780.00,2303.48
1272,12/26/2011,115.7885344,139,4,463.1541375,"Contoso Screen 85in E085 White",Contoso,Ekiti,556.00,92.85
609,12/20/2011,3.464094538,109,12,41.56913445,"Contoso Screen 80in E080 White",Contoso,Lagos,1308.00,1266.43
2311,8/25/2012,82.67872783,109,6,496.072367,"Contoso Screen 80in E080 White",Contoso,Ogun,654.00,157.93
2363,2/17/2014,6.921894026,109,18,124.5940925,"Contoso Screen 80in E080 White",Contoso,Benue,1962.00,1837.41
903,04-11-14,61.27277236,2295,6,367.6366342,"Contoso Projector 1080p X980 Silver",Contoso,Kogi,13770.00,13402.36
2628,07-04-12,436.277376,2295,12,5235.328512,"Contoso Projector 1080p X980 Silver",Contoso,Jigawa,27540.00,22304.67
3313,1/20/2013,1063.726036,2295,24,25529.42487,"Contoso Projector 1080p X980 Silver",Contoso,Rivers,55080.00,29550.58
2310,5/13/2012,731.7175865,999,10,7317.175865,"Contoso Projector 720p M621 Silver",Contoso,Niger,9990.00,2672.82
7606,12-11-11,22.54133377,229,9,202.8720039,"Contoso Projector 480p M480 Silver",Contoso,Delta,2061.00,1858.13
422,3/25/2014,70.38963093,229,12,844.6755712,"Contoso Projector 480p M480 Silver",Contoso,Katsina,2748.00,1903.32
1217,10-01-12,197.6158324,229,10,1976.158324,"Contoso Projector 480p M480 Silver",Contoso,Benue,2290.00,313.84
907,11/26/2012,131.0998737,499,13,1704.298358,"Contoso Projector 480p M481 Silver",Contoso,Oyo,6487.00,4782.70
1069,05-02-13,331.1775292,499,12,3974.13035,"Contoso Projector 480p M481 Silver",Contoso,Ogun,5988.00,2013.87
1422,8/13/2014,252.2982714,299,9,2270.684442,"Contoso Screen 113in M251 Silver",Contoso,Ekiti,2691.00,420.32
2228,12/18/2011,8.399853846,21.57,4,33.59941538,"Contoso Screen 106in M060 Silver",Contoso,Lagos,86.28,52.68
1452,11-05-13,121.5484965,190,13,1580.130454,"Contoso Screen 100in E010 Silver",Contoso,Jigawa,2470.00,889.87
3431,12/19/2012,102.9558789,190,26,2676.852851,"Contoso Screen 100in E010 Silver",Contoso,Sokoto,4940.00,2263.15
856,7/28/2014,33.02601964,139,24,792.6244713,"Contoso Screen 85in E085 Silver",Contoso,Bayelsa,3336.00,2543.38
3167,5/18/2013,117.0437909,139,20,2340.875818,"Contoso Screen 85in E085 Silver",Contoso,Kaduna,2780.00,439.12
215,11/16/2014,589.8661358,2295,6,3539.196815,"WWI Projector 1080p LCD86 Black","Wide World Importers",Abia,13770.00,10230.80
1021,03-11-14,714.6564063,2295,18,12863.81531,"WWI Projector 1080p LCD86 Black","Wide World Importers",Lagos,41310.00,28446.18
1966,03-10-12,590.1730454,699,10,5901.730454,"WWI Projector 720p LCD56 Black","Wide World Importers",Yobe,6990.00,1088.27
2701,02-03-12,52.46029701,699,9,472.1426731,"WWI Projector 720p LCD56 Black","Wide World Importers",Nasarawa,6291.00,5818.86
2086,10/26/2014,795.2568568,2499,6,4771.541141,"WWI Projector 1080p DLP86 Silver","Wide World Importers",Ondo,14994.00,10222.46
557,07-03-13,599.981041,699,12,7199.772492,"WWI Projector 720p LCD56 Silver","Wide World Importers","Zamfara ",8388.00,1188.23
743,7/28/2012,272.3494988,699,12,3268.193986,"WWI Projector 720p LCD56 Silver","Wide World Importers",Imo,8388.00,5119.81
1176,12-04-12,614.0467168,699,8,4912.373734,"WWI Projector 720p LCD56 Silver","Wide World Importers",Ondo,5592.00,679.63
2453,11/15/2012,440.0787496,699,39,17163.07123,"WWI Projector 720p LCD56 Silver","Wide World Importers",Osun,27261.00,10097.93
7701,04-02-13,276.8965039,499,24,6645.516093,"WWI Projector 480p DLP12 Silver","Wide World Importers",Kano,11976.00,5330.48
2172,5/25/2014,143.8282922,499,10,1438.282922,"WWI Projector 480p DLP12 Silver","Wide World Importers",Nasarawa,4990.00,3551.72
7567,7/31/2013,79.77172189,299,9,717.945497,"WWI Screen 113in M1610 Silver","Wide World Importers",Kaduna,2691.00,1973.05
7686,12-03-13,3.605740424,299,8,28.84592339,"WWI Screen 113in M1610 Silver","Wide World Importers",Ebonyi,2392.00,2363.15
2191,01-03-14,14.89692677,299,9,134.0723409,"WWI Screen 113in M1610 Silver","Wide World Importers",Nasarawa,2691.00,2556.93
1926,9/26/2012,79.86418738,159,10,798.6418738,"Proseware Photo Ink Jet Printer M100 Black",Proseware,Kogi,1590.00,791.36
7631,11/14/2013,117.0129567,169,13,1521.168437,"Proseware Ink Jet All in one M300 Black",Proseware,Ogun,2197.00,675.83
217,12-01-12,46.20970919,169,8,369.6776736,"Proseware Ink Jet All in one M300 Black",Proseware,Jigawa,1352.00,982.32
450,9/25/2012,154.5077879,169,10,1545.077879,"Proseware Ink Jet All in one M300 Black",Proseware,Kaduna,1690.00,144.92
2287,4/21/2012,152.2511797,169,10,1522.511797,"Proseware Ink Jet All in one M300 Black",Proseware,Sokoto,1690.00,167.49
2607,10-07-13,2.615881527,169,8,20.92705222,"Proseware Ink Jet All in one M300 Black",Proseware,Anambra,1352.00,1331.07
1953,1/31/2014,19.92077684,79,24,478.0986442,"Proseware Laser Jet Printer E100 Black",Proseware,Delta,1896.00,1417.90
3221,6/24/2014,6.355434523,79,24,152.5304285,"Proseware Laser Jet Printer E100 Black",Proseware,Jigawa,1896.00,1743.47
2451,4/18/2012,53.49411775,79,12,641.929413,"Proseware Fax Machine E100 Black",Proseware,Oyo,948.00,306.07
1023,12/28/2011,56.70076535,91,8,453.6061228,"Proseware Laser Fax Printer E100 Black",Proseware,Delta,728.00,274.39
2349,02-02-12,31.57969164,91,4,126.3187666,"Proseware Laser Fax Printer E100 Black",Proseware,Adamawa,364.00,237.68
75,5/27/2014,63.01265703,78,20,1260.253141,"Proseware Ink Jet Fax Machine E100 Black",Proseware,Jigawa,1560.00,299.75
765,12-01-12,28.0785841,78,18,505.4145137,"Proseware Ink Jet Fax Machine E100 Black",Proseware,Oyo,1404.00,898.59
1457,1/31/2012,64.17852975,78,6,385.0711785,"Proseware Ink Jet Fax Machine E100 Black",Proseware,"Zamfara ",468.00,82.93
1326,11-12-13,78.51119626,116,13,1020.645551,"Proseware Mobile Receipt and Document Scanner M200 Black",Proseware,Anambra,1508.00,487.35
2412,4/26/2013,72.49815766,116,12,869.9778919,"Proseware Mobile Receipt and Document Scanner M200 Black",Proseware,"Zamfara ",1392.00,522.02
2490,5/26/2013,61.38960013,116,10,613.8960013,"Proseware Mobile Receipt and Document Scanner M200 Black",Proseware,"Zamfara ",1160.00,546.10
2935,02-06-14,56.77050669,116,18,1021.86912,"Proseware Mobile Receipt and Document Scanner M200 Black",Proseware,Delta,2088.00,1066.13
3324,11-01-13,43.79632211,116,13,569.3521874,"Proseware Mobile Receipt and Document Scanner M200 Black",Proseware,Ekiti,1508.00,938.65
2772,01-06-12,122.7485004,136,9,1104.736504,"Proseware All-In-One Photo Printer M200 Black",Proseware,Oyo,1224.00,119.26
2916,02-07-13,113.4819997,136,9,1021.337997,"Proseware All-In-One Photo Printer M200 Black",Proseware,Kogi,1224.00,202.66
2389,8/26/2014,107.4056335,129,36,3866.602808,"Proseware Ink Jet Wireless All-In-One Printer M400 Black",Proseware,Bauchi,4644.00,777.40
185,10-08-12,130.8068161,209,8,1046.454529,"Proseware High Speed Laser M2000 Black",Proseware,Jigawa,1672.00,625.55
2166,3/14/2012,0.008362154,209,9,0.075259384,"Proseware High Speed Laser M2000 Black",Proseware,Kaduna,1881.00,1880.92
2177,3/31/2012,124.7460361,209,9,1122.714325,"Proseware High Speed Laser M2000 Black",Proseware,Niger,1881.00,758.29
2940,5/20/2014,136.0734691,209,12,1632.881629,"Proseware High Speed Laser M2000 Black",Proseware,Kwara,2508.00,875.12
2286,3/13/2012,134.4015247,159,9,1209.613722,"Proseware Color Ink Jet Fax, Copier, Phone M250 Black",Proseware,Bauchi,1431.00,221.39
2651,05-10-12,123.3779629,228,10,1233.779629,"Proseware Color Inkjet Fax with 5.8 GHz Cordless Handset X250 Black",Proseware,Oyo,2280.00,1046.22
671,09-02-12,37.01811901,236,12,444.2174281,"Proseware Slim-Design Fax Machine with Answering System X180 Black",Proseware,Oyo,2832.00,2387.78
1047,12-02-14,153.1437309,236,6,918.8623852,"Proseware Slim-Design Fax Machine with Answering System X180 Black",Proseware,Oyo,1416.00,497.14
1378,7/16/2013,23.11466567,236,10,231.1466567,"Proseware Slim-Design Fax Machine with Answering System X180 Black",Proseware,Kaduna,2360.00,2128.85
1618,6/28/2012,124.657057,248,12,1495.884684,"Proseware High-Performance Business-Class Laser Fax X200 Black",Proseware,Enugu,2976.00,1480.12
7262,08-10-12,116.1224302,248,24,2786.938325,"Proseware High-Performance Business-Class Laser Fax X200 Black",Proseware,"Akwa Ibom",5952.00,3165.06
2460,7/22/2012,2.81832482,248,9,25.36492338,"Proseware High-Performance Business-Class Laser Fax X200 Black",Proseware,Bayelsa,2232.00,2206.64
717,08-12-14,73.87890252,229,10,738.7890252,"Proseware Professional Quality Plain-Paper Fax and Copier X100 Black",Proseware,"Akwa Ibom",2290.00,1551.21
2960,1/22/2012,15.84874664,229,9,142.6387197,"Proseware Professional Quality Plain-Paper Fax and Copier X100 Black",Proseware,Adamawa,2061.00,1918.36
138,02-12-12,16.37680532,163,9,147.3912479,"Proseware Office Jet All-in-One Printer M500 Black",Proseware,Kwara,1467.00,1319.61
461,12/16/2011,104.9549357,163,9,944.5944214,"Proseware Office Jet All-in-One Printer M500 Black",Proseware,Borno,1467.00,522.41
3008,4/25/2012,122.1118992,163,12,1465.34279,"Proseware Office Jet All-in-One Printer M500 Black",Proseware,Osun,1956.00,490.66
216,09-12-12,27.27179377,190,10,272.7179377,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black",Proseware,Osun,1900.00,1627.28
3018,3/17/2012,124.8533636,190,10,1248.533636,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Black",Proseware,Katsina,1900.00,651.47
2170,3/22/2014,173.4906838,199.9,10,1734.906838,"Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black",Proseware,Gombe,1999.00,264.09
1684,12-08-12,48.46561002,159,9,436.1904902,"Proseware Photo Inkjet Printer M100 Grey",Proseware,Lagos,1431.00,994.81
3042,11-12-14,92.18054187,159,24,2212.333005,"Proseware Photo Inkjet Printer M100 Grey",Proseware,Osun,3816.00,1603.67
7493,06-10-13,13.45853117,169,12,161.5023741,"Proseware Ink Jet All in one M300 Grey",Proseware,Ondo,2028.00,1866.50
1384,4/13/2013,115.8159788,169,10,1158.159788,"Proseware Ink Jet All in one M300 Grey",Proseware,Yobe,1690.00,531.84
2220,9/17/2014,108.598538,169,10,1085.98538,"Proseware Ink Jet All in one M300 Grey",Proseware,Kaduna,1690.00,604.01
2873,04-07-12,84.61611217,169,10,846.1611217,"Proseware Ink Jet All in one M300 Grey",Proseware,Sokoto,1690.00,843.84
2881,06-08-13,104.6046078,169,12,1255.255294,"Proseware Ink Jet All in one M300 Grey",Proseware,Adamawa,2028.00,772.74
788,4/30/2012,14.49290809,79,5,72.46454044,"Proseware Fax Machine E100 Grey",Proseware,Kogi,395.00,322.54
851,02-03-12,34.13419225,79,4,136.536769,"Proseware Fax Machine E100 Grey",Proseware,Gombe,316.00,179.46
1765,10-08-13,0.646420447,79,13,8.403465812,"Proseware Fax Machine E100 Grey",Proseware,Jigawa,1027.00,1018.60
2269,9/27/2012,69.43233822,79,5,347.1616911,"Proseware Fax Machine E100 Grey",Proseware,Plateau,395.00,47.84
295,4/15/2012,26.29307554,78,12,315.5169064,"Proseware Ink Jet Fax Machine E100 Grey",Proseware,Adamawa,936.00,620.48
3271,11/17/2014,30.43725365,78,26,791.3685948,"Proseware Ink Jet Fax Machine E100 Grey",Proseware,"Akwa Ibom",2028.00,1236.63
3064,12/27/2013,58.19802463,116,9,523.7822217,"Proseware Mobile Receipt and Document Scanner M200 Grey",Proseware,Ebonyi,1044.00,520.22
1710,5/25/2013,103.9759368,121,10,1039.759368,"Proseware Scan Jet Digital Flat Bed Scanner M300 Grey",Proseware,Osun,1210.00,170.24
2590,9/15/2013,42.42649794,121,10,424.2649794,"Proseware Scan Jet Digital Flat Bed Scanner M300 Grey",Proseware,Osun,1210.00,785.74
269,1/15/2013,30.70696192,136,9,276.3626573,"Proseware All-In-One Photo Printer M200 Grey",Proseware,Nasarawa,1224.00,947.64
100,10-10-12,0.337960921,129,13,4.393491969,"Proseware Ink Jet Wireless All-In-One Printer M400 Grey",Proseware,Nasarawa,1677.00,1672.61
2831,05-01-12,91.11640523,129,10,911.1640523,"Proseware Ink Jet Wireless All-In-One Printer M400 Grey",Proseware,Gombe,1290.00,378.84
488,7/29/2014,30.69782193,160,12,368.3738632,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey",Proseware,Ekiti,1920.00,1551.63
3371,4/19/2012,50.25667709,160,10,502.5667709,"Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey",Proseware,Imo,1600.00,1097.43
2372,02-10-14,59.1586798,149,24,1419.808315,"Proseware Duplex Scanner M200 Grey",Proseware,Anambra,3576.00,2156.19
2981,3/26/2012,66.80516954,159,10,668.0516954,"Proseware Color Ink Jet Fax, Copier, Phone M250 Grey",Proseware,"Zamfara ",1590.00,921.95
249,12-10-11,9.00423054,228,8,72.03384432,"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey",Proseware,Abia,1824.00,1751.97
1550,01-05-12,62.31209,228,9,560.80881,"Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Grey",Proseware,FCT,2052.00,1491.19
1005,2/13/2014,30.48517885,248,6,182.9110731,"Proseware High-Performance Business-Class Laser Fax X200 Grey",Proseware,"Zamfara ",1488.00,1305.09
1774,8/16/2012,35.5054452,248,12,426.0653424,"Proseware High-Performance Business-Class Laser Fax X200 Grey",Proseware,Kano,2976.00,2549.93
1849,5/18/2012,126.3313066,248,10,1263.313066,"Proseware High-Performance Business-Class Laser Fax X200 Grey",Proseware,Oyo,2480.00,1216.69
2521,3/19/2012,76.12970799,248,12,913.5564959,"Proseware High-Performance Business-Class Laser Fax X200 Grey",Proseware,Enugu,2976.00,2062.44
7718,8/25/2013,89.75407839,102,9,807.7867055,"Proseware Photo Ink Jet Printer E290 Grey",Proseware,Niger,918.00,110.21
564,03-04-13,58.61589708,102,27,1582.629221,"Proseware Photo Ink Jet Printer E290 Grey",Proseware,Edo,2754.00,1171.37
7725,5/29/2013,78.9065319,163,10,789.065319,"Proseware Office Jet All-in-One Printer M500 Grey",Proseware,Ondo,1630.00,840.93
938,7/13/2014,118.0570073,190,9,1062.513066,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey",Proseware,Oyo,1710.00,647.49
944,06-10-13,16.10535257,190,12,193.2642309,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey",Proseware,"Zamfara ",2280.00,2086.74
1609,3/31/2012,42.95940649,190,10,429.5940649,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey",Proseware,Imo,1900.00,1470.41
2572,6/13/2012,36.07402215,190,12,432.8882659,"Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey",Proseware,Ogun,2280.00,1847.11
7500,8/14/2014,12.75692395,188,12,153.0830874,"Proseware Wireless Photo All-in-One Printer M390 Grey",Proseware,"Cross River",2256.00,2102.92
652,8/18/2012,65.90994074,188,18,1186.378933,"Proseware Wireless Photo All-in-One Printer M390 Grey",Proseware,Kebbi,3384.00,2197.62
910,07-08-14,98.65289812,188,10,986.5289812,"Proseware Wireless Photo All-in-One Printer M390 Grey",Proseware,Kaduna,1880.00,893.47
2234,2/20/2012,24.10681118,188,12,289.2817341,"Proseware Wireless Photo All-in-One Printer M390 Grey",Proseware,"Zamfara ",2256.00,1966.72
